날짜,일출(h),일몰(h),최소 온도,최대 온도,강수량(mm),풍속(m/s),습도(%),전운량(%),일사량(MJ/m^2)
20210110,7.6,17.5,-10.8,1.2,0,2.3,51.4,5,12.21
20210111,7.6,17.517,-8.5,-0.8,0,1.2,62.8,79,5.16
20210112,7.6,17.533,-8.8,4.3,0,1.3,60,14,11.94
20210113,7.6,17.55,-5.2,11.7,0,1.4,57,1,10.71
20210114,7.6,17.567,-2.3,12.9,0,1.2,51.1,6,11.8
20210115,7.583,17.583,0.6,16.1,0,2,55.6,70,8.72
20210116,7.583,17.6,-3.3,8.3,0,3.9,47.8,34,11.64
20210117,7.583,17.617,-5.6,1.1,0,3.4,42.5,40,13.2
20210118,7.567,17.633,-6.6,4.4,0,2.4,60,44,7.41
20210119,7.567,17.65,-6.9,3.4,0,1.7,43,0,13.12
20210120,7.567,17.667,-8.5,8.6,0,0.9,53.3,9,12.26
20210121,7.55,17.683,-3.8,11.5,1,0.7,71.8,60,9.6
20210122,7.55,17.7,5.2,10.7,0.3,1,94,96,4.65
20210123,7.533,17.717,7.4,11.8,0.1,3.3,86.3,90,4.27
20210124,7.533,17.733,6.5,10.3,0,1.6,78,80,5.08
20210125,7.517,17.75,3,12,0,2.2,78,63,10.49
20210126,7.5,17.767,4.3,7.7,10.3,1.6,92.5,90,2.88
20210127,7.5,17.783,2.9,10.4,0,2.7,58,59,13.13
20210128,7.483,17.8,-4.7,11.1,0,4.1,67,59,9.3
20210129,7.467,17.817,-7.8,-0.2,0,5.6,46.9,0,14.52
20210130,7.467,17.833,-7.4,9,0,2.1,55.6,28,11.02
20210131,7.45,17.867,-4.3,12.1,0,1.2,62.5,31,13.27
20210201,7.433,17.883,3.9,10.1,9.5,1.4,90.3,96,3.57
20210202,7.417,17.9,-3.2,7.1,0,5.1,43.4,4,15.43
20210203,7.417,17.917,-5.3,4.8,0,2.4,48.1,14,15.13
20210204,7.4,17.933,-2.8,5.8,0,3.1,51.4,16,15.66
20210205,7.383,17.95,-5.4,7.9,0,1.1,54.5,69,9.85
20210206,7.367,17.967,-2.9,14.5,0,1.1,62,0,13.66
20210207,7.35,17.983,-0.2,14,0,2.2,62.4,11,13.17
20210208,7.333,18,-2.3,4.4,0,4.6,42.5,3,16.08
20210209,7.317,18.017,-3.4,7.7,0,3.5,42,0,16.25
20210210,7.3,18.033,-2.8,10.9,0,1.9,56.1,8,14.27
20210211,7.283,18.05,-0.9,12,0,1.2,65,80,11.63
20210212,7.267,18.067,1.1,16.6,0,1,60.6,45,14.39
20210213,7.25,18.083,-0.9,19.1,0,1,55.6,0,15.58
20210214,7.233,18.1,3.4,12.8,4.3,1,82.8,93,5.96
20210215,7.217,18.117,-1.6,11.3,1.2,4.4,67.4,48,13.6
20210216,7.2,18.133,-3.6,6.1,0,4.1,55.5,26,13.54
20210217,7.183,18.15,-6.4,-2.4,0,6.6,47.5,33,12.85
20210218,7.167,18.167,-8.5,0.2,0,3.9,58.8,18,16.77
20210219,7.133,18.183,-4,12.9,0,2.9,48.6,0,17.44
20210220,7.117,18.2,3.7,20.4,0,2.5,54.4,0,15.16
20210221,7.1,18.217,4,24.4,0,2.3,54,0,16.48
20210222,7.083,18.233,6.8,22.8,0,2.5,50.3,6,15.29
20210223,7.067,18.25,1.3,11.5,0,3.2,33.5,28,17.45
20210224,7.033,18.267,1.1,12.7,0,2,53.3,63,13.37
20210225,7.017,18.283,0.6,9.8,3.1,1.1,89.4,90,6.21
20210226,7,18.3,5,12,0,3.2,74.5,84,14.89
20210227,6.983,18.317,4.4,8.9,0,4.7,69.3,79,7.98
20210228,6.95,18.333,1.7,13,1.1,1.1,84.4,83,10.39
20210301,6.933,18.333,3.4,16.1,35.5,3,99.8,99,3.25
20210302,6.917,18.35,0,6.2,9.6,1.7,88.9,83,6.42
20210303,6.883,18.367,-1.5,9.5,0,1.2,77.8,50,16.23
20210304,6.867,18.383,0.8,11.5,0.9,0.9,90.4,85,8.58
20210305,6.85,18.4,4.3,19,0,1.3,74.8,60,17.99
20210306,6.817,18.417,3.7,9.5,0,4,82.3,83,9.18
20210307,6.8,18.433,3.5,8.8,0,2.2,77.3,83,10
20210308,6.783,18.45,-0.6,14,0,2.7,77.5,5,19.57
20210309,6.75,18.467,2.2,15.1,0,2,64.8,66,16.45
20210310,6.733,18.483,2.6,14.1,0,3.5,57.6,0,20.2
20210311,6.7,18.483,1.5,18.2,0,1.1,63.6,66,17.03
20210312,6.683,18.5,7.6,11.6,19.5,1.2,93.4,94,3.33
20210313,6.667,18.517,3.5,16,0,1.5,77.1,20,18.79
20210314,6.633,18.533,4.6,17.2,0,1.7,72.8,26,18.2
20210315,6.617,18.55,3.9,19.7,0,1.6,68.5,56,18.31
20210316,6.583,18.567,10.6,20.1,0,3.2,54.1,36,19.98
20210317,6.567,18.583,3.5,17.8,0,2.6,61.9,25,20.4
20210318,6.55,18.583,5.2,16.6,0,3.6,75.6,29,18.84
20210319,6.517,18.6,8.6,15.4,0,4.2,68.1,73,15.62
20210320,6.5,18.617,8.3,10.9,5.3,2.3,92.1,94,4.12
20210321,6.467,18.633,5.1,11.7,0,5.3,61.5,58,17.7
20210322,6.45,18.65,3.3,13,0,4.7,46.6,16,22.65
20210323,6.417,18.667,1.7,20.2,0,2.2,49.4,0,21.74
20210324,6.4,18.683,4.3,18.2,0,1,54.9,63,14.14
20210325,6.367,18.683,5.7,22.3,0,1.6,54,8,22.25
20210326,6.35,18.7,6.7,23.9,0,1.6,52.6,40,20.31
20210327,6.333,18.717,6.5,17.1,18.4,2.2,84.8,90,6.5
20210328,6.3,18.733,11.7,20.2,6,3.1,72.9,46,18.35
20210329,6.283,18.75,10.9,19.5,0,3.1,51,34,17.93
20210330,6.25,18.767,10.5,21.3,0,2.6,39.5,30,22.52
20210331,6.233,18.767,4.7,23.1,0,2.1,58.6,44,22.76
20210401,6.2,18.783,9.2,17.7,0,5.2,63.1,73,17.9
20210402,6.183,18.8,12.2,18.7,0,4.5,69,76,19.59
20210403,6.167,18.817,11.8,18.5,16.2,2.3,91.1,98,6.47
20210404,6.133,18.833,7,13.8,19.3,3.7,86.6,88,4.51
20210405,6.117,18.85,2.7,16.2,0,2.3,63.9,0,25.02
20210406,6.083,18.85,3.8,21.4,0,2.3,57,16,21.78
20210407,6.067,18.867,10.6,23,0,2.2,42.8,13,24.65
20210408,6.05,18.883,9.2,21.9,0,2,54.1,28,25.22
20210409,6.017,18.9,5.5,15,0,3.5,75.6,30,19.95
20210410,6,18.917,2.5,18.5,0,2.3,63.8,14,25.16
20210411,5.967,18.933,4.3,21.9,0,1.9,56.9,20,24.59
20210412,5.95,18.933,9.2,14.5,7.4,2,85.1,98,5.43
20210413,5.933,18.95,8.1,20,0,3.5,70.3,56,18.84
20210414,5.9,18.967,5.8,17.2,0,3.8,49.9,29,25.44
20210415,5.883,18.983,4.4,18.7,0,1.5,52.6,35,21.26
20210416,5.867,19,5.7,21.1,0,1.6,67.4,70,14.85
20210417,5.833,19.017,9,19.3,0,3.5,52.6,40,19.24
20210418,5.817,19.017,7.9,17.5,0,3.9,51,26,24.21
20210419,5.8,19.033,8.2,24,0,3.5,43,0,27.06
20210420,5.783,19.05,13.5,26.5,0,3,44,25,25.4
20210421,5.75,19.067,10.1,29.5,0,1.6,55,45,24.58
20210422,5.733,19.083,15,28.3,0,3,51.5,79,18.7
20210423,5.717,19.1,13.6,18,0,4.4,64,95,10.64
20210424,5.7,19.117,12.8,23.3,0,3.3,62.9,74,23.48
20210425,5.667,19.117,10.7,18.8,0,4.3,63.3,23,26.98
20210426,5.65,19.133,6.3,21.1,0,2.3,63.1,35,26.66
20210427,5.633,19.15,8.1,22.2,0,1.5,58.5,76,19.56
20210428,5.617,19.167,11.6,23.9,0,1.9,56.5,74,20.28
20210429,5.6,19.183,13.5,24.7,0,2.5,52.6,73,22.51
20210430,5.583,19.2,12.6,22.2,0.1,4.1,57.5,54,27
20210501,5.567,19.2,9.4,15.6,3.7,3.9,77.3,76,13.13
20210502,5.55,19.217,8.4,19.9,0.5,3.2,68,55,24.63
20210503,5.517,19.233,7.6,24.7,0,1.8,64.1,26,27.62
20210504,5.5,19.25,12.5,20.9,8.9,1.6,85,98,6.25
20210505,5.483,19.267,13.6,23.5,1.2,4.1,53.6,39,28.21
20210506,5.467,19.283,7.1,25.7,0,1.3,52.1,49,26.27
20210507,5.45,19.283,11.5,25.6,0,2.4,43.5,69,17.06
20210508,5.433,19.3,7.7,26.1,0,2.9,36.9,8,27.9
20210509,5.433,19.317,12.6,25,0,3.9,30.3,13,29.12
20210510,5.417,19.333,12.1,16.2,1.8,1.3,66.5,91,7.7
20210511,5.4,19.35,12.3,18.2,1.3,3.1,69.4,98,9.87
20210512,5.383,19.367,13.4,22.5,0,4.3,58.6,44,25.44
20210513,5.367,19.367,11.1,30.3,0,2.2,53.1,26,27.79
20210514,5.35,19.383,14.1,30.4,0,2.4,59.3,65,24.6
20210515,5.333,19.4,17.4,22.6,8.7,1.7,85.6,99,6.1
20210516,5.333,19.417,13.7,23.7,24.7,2.1,92.9,100,4.8
20210517,5.317,19.433,13.4,16,11.4,3.6,93.4,98,5.75
20210518,5.3,19.433,13.5,23.5,0.1,1.3,81,70,16.26
20210519,5.283,19.45,15.8,29.4,0,1.5,57.4,56,26.95
20210520,5.283,19.467,14.7,20,12.2,2.6,85.1,99,4.63
20210521,5.267,19.483,14.7,21.5,0,2.7,69.6,89,13.97
20210522,5.25,19.5,13.7,27.5,0,2.8,57.6,3,28.72
20210523,5.25,19.5,14.8,30.8,0,1.5,52.5,50,25.35
20210524,5.233,19.517,18,27.5,0.7,2.4,49.8,66,18.25
20210525,5.233,19.533,13.1,23.7,0,3.1,43.5,41,20.71
20210526,5.217,19.533,11.2,24.3,0,1.3,44.3,88,16.65
20210527,5.217,19.55,15,25.5,0,2.5,55.9,59,15.89
20210528,5.2,19.567,10.7,28.8,13.8,1.8,71.6,26,21.16
20210529,5.2,19.583,14.9,26.3,0,2.8,49.4,39,27.88
20210530,5.183,19.583,13.3,28.5,0,1.7,56.5,26,27.66
20210531,5.183,19.6,15.5,28.9,1.9,2.2,67.1,59,21.87
20210601,5.183,19.617,15.9,29.7,0,2.1,57.6,46,25.97
20210602,5.167,19.617,18.2,30.2,0,1.4,51.9,61,22.15
20210603,5.167,19.633,16.7,19.9,17.5,1.7,88.4,93,5.87
20210604,5.167,19.633,17.1,27,3.8,2.7,53.9,64,28.17
20210605,5.167,19.65,13.7,30.4,0,2.1,51.8,44,26.08
20210606,5.15,19.65,18.2,30.4,0.2,1.3,62.1,35,22.27
20210607,5.15,19.667,18.4,31.4,0,1.3,56.3,40,24.61
20210608,5.15,19.683,20.5,33.2,0,1.8,54,49,26.65
20210609,5.15,19.683,19.9,32.7,0,2.6,50.5,35,27.06
20210610,5.15,19.7,19.1,30.5,0,2.6,57.1,78,19.34
20210611,5.15,19.7,20.1,25.5,5.5,1.4,84.8,80,7.55
20210612,5.15,19.7,20.6,28,0,2.4,74.8,89,19.25
20210613,5.15,19.717,21.6,31.7,0.1,2.2,69,70,23.82
20210614,5.15,19.717,21.1,28,0,2.9,69.4,81,17.04
20210615,5.15,19.733,19.7,23.9,3,2.9,76,98,8.38
20210616,5.15,19.733,17.9,23,0.5,3.5,73.5,95,10.18
20210617,5.15,19.733,18.3,23.4,0.1,2.5,70.6,95,13.71
20210618,5.15,19.75,17.9,26.7,3,1.3,73.6,85,11.6
20210619,5.15,19.75,19.6,31.3,0,1.8,51.1,39,29.89
20210620,5.15,19.75,18.1,33.9,0,2,47.1,40,27.65
20210621,5.167,19.75,19.4,31.6,0,3.1,50.9,41,25.93
20210622,5.167,19.75,17.7,26.5,3.5,3.4,67.3,74,19.29
20210623,5.167,19.767,17.6,24.4,0.2,3.4,68.9,90,15.88
20210624,5.167,19.767,18.9,28.5,0,1.8,62,75,18.35
20210625,5.183,19.767,18.6,29.8,14.7,1.5,70.6,45,19.61
20210626,5.183,19.767,20.1,27.2,2,1.3,72.9,85,13.1
20210627,5.183,19.767,19.1,29.9,0,3.3,63,48,25.32
20210628,5.2,19.767,21.3,28,0,3.2,64.3,61,20.23
20210629,5.2,19.767,20.3,30,1,1.9,64,76,23.01
20210630,5.2,19.767,21.7,29.6,0,2.3,67,71,16.95
20210701,5.217,19.767,19.6,32.4,0,2.9,57.4,39,26.16
20210702,5.217,19.767,20.3,28.8,0,3.8,69,50,22.51
20210703,5.233,19.767,21.4,24.8,22.1,3.9,78.8,88,7.35
20210704,5.233,19.767,21.8,32.4,4.6,2.9,64.4,79,24.34
20210705,5.25,19.767,20.6,27.2,16.8,1.7,74.3,93,9.1
20210706,5.25,19.75,20.6,25.8,18.2,1.2,90.3,100,6.49
20210707,5.267,19.75,22.6,26.2,39.7,0.7,95,96,4.89
20210708,5.267,19.75,22.5,29.6,14.9,2,80.1,93,14.7
20210709,5.283,19.75,22.1,29.1,15.7,2,84,85,17.29
20210710,5.283,19.733,21.6,32.6,2.6,1.4,76.8,73,19.53
20210711,5.3,19.733,21.1,33.8,3.5,1.6,74.5,59,22.83
20210712,5.317,19.733,22.2,34.1,5.4,1.2,70.6,61,21.72
20210713,5.317,19.717,22.8,34.3,0,1.1,64.8,56,21.41
20210714,5.333,19.717,24.7,35.3,0,1.1,60.5,54,22.62
20210715,5.35,19.7,23.6,33.9,3.6,1.8,70.9,60,17.82
20210716,5.35,19.7,23.3,31.9,0,2.6,67.9,58,21.84
20210717,5.367,19.683,23.4,30.4,0,2.8,65.5,71,21.38
20210718,5.383,19.683,22.9,31.9,0.3,2.1,68,66,18.29
20210719,5.383,19.667,23.8,31.6,0.5,1.3,69,79,17
20210720,5.4,19.667,24.8,33.9,0,2,61.5,81,22.77
20210721,5.417,19.65,23.4,32.5,0,2.9,64,73,24.15
20210722,5.417,19.633,24.3,32.3,0,3.2,62.4,76,22.85
20210723,5.433,19.633,23.7,32.8,0,2.6,65.9,71,21.24
20210724,5.45,19.617,24.3,33.2,0,3,64.5,81,20.82
20210725,5.467,19.6,23.7,32.9,0,2.4,68.4,71,19.24
20210726,5.467,19.583,23.4,33.9,0,2.6,58.9,23,27.56
20210727,5.483,19.583,23.3,34.4,0,2.6,62,30,22.79
20210728,5.5,19.567,23.1,34.2,0,2.3,62.8,18,24.74
20210729,5.517,19.55,23.4,35.2,0,1.5,58.4,53,22.31
20210730,5.517,19.533,25.3,35.9,0,1.3,53.5,60,21.52
20210731,5.533,19.517,25.3,37.2,5.4,1.5,62.9,66,21.71
20210801,5.55,19.5,25,35.1,26.2,1.4,78.6,78,17.44
20210802,5.567,19.5,25,32.9,0,1.3,80.4,73,16.33
20210803,5.583,19.483,24.7,33.5,0,1.3,69.3,60,18.36
20210804,5.583,19.467,25,35.5,0,1.1,65.1,26,21.16
20210805,5.6,19.45,25.1,36.9,0,1.4,62.9,30,24.13
20210806,5.617,19.433,25,36.8,0,1.8,61.8,31,23.28
20210807,5.633,19.417,23.1,37,13.2,1.6,68.1,61,20.41
20210808,5.65,19.4,23.2,29,1.2,1.8,82.8,96,7.69
20210809,5.65,19.367,23.1,33,0.3,2.5,58.5,70,19.4
20210810,5.667,19.35,21,27.8,13.6,2.4,80.6,80,10.03
20210811,5.683,19.333,21.9,32.5,8.9,1.4,76.1,63,19.94
20210812,5.7,19.317,21.6,30.9,0,2.4,71.3,68,19.85
20210813,5.7,19.3,23.4,30.2,0,2.3,69.4,79,16
20210814,5.717,19.283,21.7,26.6,13.6,1.4,79.6,88,10.28
20210815,5.733,19.267,20.9,28.2,0.8,1.7,74,81,13.63
20210816,5.75,19.233,20.8,27.5,0,2.2,68.4,81,15.65
20210817,5.767,19.217,21.7,26.9,0.2,1.5,70.3,89,7.77
20210818,5.767,19.2,21.2,26.1,1.3,1.8,76.3,84,10.22
20210819,5.783,19.183,21.6,28.3,1,1.3,67.6,76,11.75
20210820,5.8,19.167,19.7,31.9,0,1.8,67.6,45,20.98
20210821,5.817,19.133,21.9,25.8,30.9,2.3,88.3,86,3.6
20210822,5.833,19.117,22.1,31.5,0,1.4,70.6,76,15.97
20210823,5.833,19.1,21.2,24.9,26.3,1.6,87.8,99,4.98
20210824,5.85,19.067,21.5,29.2,69,1.6,87,91,4.29
20210825,5.867,19.05,22.9,27.7,7.7,1.1,85.6,86,7.83
20210826,5.883,19.033,22.9,34.4,6,1.2,64.6,53,22.88
20210827,5.883,19,21.5,28.7,13.7,1.2,84.3,80,8.75
20210828,5.9,18.983,20.9,31.9,0,1.4,61.8,46,22.35
20210829,5.917,18.967,21.3,26.6,7,1.3,78,84,8.2
20210830,5.933,18.933,22,30.6,0.2,1.2,68.4,84,16.11
20210831,5.95,18.917,21.5,29.1,15.2,1.9,74,89,14.04
20210901,5.95,18.883,20,28.2,40.7,2.4,90.8,99,5.8
20210902,5.967,18.867,20.1,24.7,1.2,2.5,77.1,94,10.13
20210903,5.983,18.85,19.3,22.7,3.8,1.4,86.5,91,10.18
20210904,6,18.817,18.8,26.8,0,2,66.4,74,19.33
20210905,6,18.8,19.3,25.1,0.4,1.7,68.5,88,10.65
20210906,6.017,18.767,19.4,25.6,4.8,2.3,78.3,98,12.22
20210907,6.033,18.75,19.9,25.5,0,1.2,86,89,7.02
20210908,6.05,18.717,20.1,28.8,0,1.7,68.8,45,17.91
20210909,6.05,18.7,18.7,29.6,0,0.9,67.1,76,18.87
20210910,6.067,18.683,20.2,26.3,0,0.9,75.5,70,7.75
20210911,6.083,18.65,18.5,30.9,0,1,65.4,15,21.84
20210912,6.1,18.633,18.2,30.8,0,2,65.3,51,19.56
20210913,6.1,18.6,20.9,25.8,0,3.4,66.3,89,13.21
20210914,6.117,18.583,20.8,24.5,0,3.5,68.9,86,7.2
20210915,6.133,18.55,19.3,26.7,0,3.9,61.6,45,22.49
20210916,6.15,18.533,16.9,25.8,0,2.9,71.6,69,14.69
20210917,6.167,18.5,18.1,22.6,4.1,2.5,82.5,93,6.35
20210918,6.167,18.483,16.9,26.6,0,1.6,79.1,44,15.86
20210919,6.183,18.45,17.2,27.1,0,2.1,76.3,25,20.15
20210920,6.2,18.433,16.6,26.3,0,2.6,79.1,48,13.23
20210921,6.217,18.4,20,26.5,9,1.5,90.6,58,6.14
20210922,6.217,18.383,18.2,29.6,0,2.2,67.4,15,18.37
20210923,6.233,18.35,17.6,26.6,0,2.2,63.6,25,19.48
20210924,6.25,18.333,15.1,25.8,0,1.9,82.1,43,15.56
20210925,6.267,18.3,17.5,23.6,1.2,1.7,84.8,89,8.88
20210926,6.267,18.283,17.9,24.9,0,2,74.1,76,12.34
20210927,6.283,18.267,17.8,24.8,0,1.8,73.1,83,10.46
20210928,6.3,18.233,19,26,0,2,75.8,91,11.81
20210929,6.317,18.217,19.8,27.3,11.3,1.2,93.9,98,8.28
20210930,6.333,18.183,18.1,27,7.6,2,82,44,17
20211001,6.333,18.167,15.4,28.9,0,1.1,77.8,6,18.9
20211002,6.35,18.133,17.4,29.1,0,1.3,71.3,6,18.69
20211003,6.367,18.117,16,30.9,0,1.3,71,15,18.39
20211004,6.383,18.083,16.6,31.5,0,1.3,67.8,56,16.37
20211005,6.4,18.067,19.7,30.1,0,1.7,74.5,38,18.36
20211006,6.4,18.05,19.7,26.5,0,2.5,80.4,64,13.27
20211007,6.417,18.017,18.4,28.6,0,1.3,73.8,55,14.2
20211008,6.433,18,20.9,25.3,0,2.7,79.8,93,9.28
20211009,6.45,17.967,20.6,28.9,0,1.8,81.8,65,14.93
20211010,6.467,17.95,20,31.8,0.2,1.4,75.1,49,16.84
20211011,6.483,17.933,15.4,25.1,23.1,2,88.4,99,2.65
20211012,6.483,17.9,14.7,17.3,10.6,1.9,91,100,3.59
20211013,6.5,17.883,14.7,21.7,0.6,1.5,80.9,86,8.49
20211014,6.517,17.867,14.6,26,0,1.2,81.5,24,15.81
20211015,6.533,17.833,16.2,24,10.5,1.3,81.3,71,9.38
20211016,6.55,17.817,8.1,17.4,12.8,3.3,64.4,91,4.65
20211017,6.567,17.8,3.7,13.8,0,2.7,45.4,4,18.79
20211018,6.583,17.767,2,17.6,0,1,59.6,16,17.94
20211019,6.6,17.75,6.8,18.2,0,2,65.8,41,14.12
20211020,6.6,17.733,5.1,17.4,0,1,68.8,18,16.58
20211021,6.617,17.717,6,16.9,0,1.2,79,50,12.74
20211022,6.633,17.683,6.2,18,0,1.9,65.6,20,16.07
20211023,6.65,17.667,5.5,19.3,0,1,68.1,3,15.44
20211024,6.667,17.65,5.2,19.9,0,0.9,70.8,59,15.61
20211025,6.683,17.633,7,20.4,0,1.1,67.9,18,15.65
20211026,6.7,17.617,5,20.2,0,1,67,41,14.61
20211027,6.717,17.6,9.5,21.4,0,1.3,61.6,26,13.82
20211028,6.733,17.583,5.7,20.6,0,1.8,57.6,10,15.43
20211029,6.75,17.55,7.3,18.9,0,1.7,70.5,39,13.26
20211030,6.767,17.533,7.6,17.8,0,0.7,79.3,66,7.43
20211031,6.783,17.517,6.4,21.6,0,0.9,70.1,3,14.67
20211101,6.8,17.5,7.7,20.1,0,1.5,64.3,35,13.15
20211102,6.817,17.483,7.6,18.6,0,1.7,64.5,28,13.9
20211103,6.833,17.467,6.2,19.3,0,1.4,67.6,13,14.18
20211104,6.85,17.45,6.4,20.5,0,1.1,64.6,1,13.9
20211105,6.867,17.433,5.4,19.5,0,1.4,73.5,28,11.94
20211106,6.883,17.433,7.1,20.8,0,1.7,72.1,4,13.35
20211107,6.9,17.417,8.8,20.1,0,1.9,71.3,50,12.61
20211108,6.917,17.4,8.2,17.4,26.8,2.9,76.9,64,2.25
20211109,6.933,17.383,6.5,12.5,0,2.7,61.5,76,7.28
20211110,6.95,17.367,5.9,11.6,0.4,3.1,68.3,73,5.89
20211111,6.967,17.35,6.7,12.8,0,3.5,55.1,34,10.13
20211112,6.983,17.35,5.6,10.4,0,3.8,55.8,43,9.47
20211113,7,17.333,1.5,15.1,0,1.1,70,4,13.43
20211114,7.017,17.317,3,17.7,0,0.9,72.3,4,11.81
20211115,7.033,17.3,4.2,17.4,0,1,65.9,21,12.15
20211116,7.05,17.3,3.3,17.1,0,1.3,61,16,12.24
20211117,7.067,17.283,1.9,15.8,0,1.4,53.6,33,12.58
20211118,7.083,17.283,4.4,18.1,0,0.9,62.6,13,11.72
20211119,7.1,17.267,3.6,18.8,0,1.2,72.5,18,11.59
20211120,7.117,17.267,5.1,18.9,0,0.9,76.6,8,10.62
20211121,7.133,17.25,6.4,16.9,0,0.9,77.4,81,6.98
20211122,7.15,17.25,3.5,12.1,0.4,4.6,57.4,68,7.13
20211123,7.167,17.233,1.3,7.7,0,4.4,51.4,38,10.86
20211124,7.167,17.233,3.8,12.9,0,3.1,48,24,11.49
20211125,7.183,17.217,1.9,16.2,0,2,53.9,14,10.78
20211126,7.2,17.217,3.6,12,0,3.1,43.3,0,12.49
20211127,7.217,17.217,1.4,11.4,0,1.5,49.9,0,12.09
20211128,7.233,17.2,-2.2,13.1,0,1,60.1,33,11.26
20211129,7.25,17.2,-0.8,16.1,0,0.9,53.1,28,11.55
20211130,7.267,17.2,3,10.6,15.5,2.3,78.1,80,1.58
20211201,7.283,17.2,-0.5,4.8,0,6.3,39.6,5,12.94
20211202,7.3,17.2,-1.1,7.6,0,2.3,53.6,10,11.97
20211203,7.317,17.2,1.2,10.3,0,2.9,54.4,28,8.54
20211204,7.333,17.2,0.9,8.7,0,3.1,52,24,9.26
20211205,7.35,17.2,-2.2,11.6,0,0.8,72.8,3,11.16
20211206,7.35,17.2,-0.5,12.5,0,0.7,78.4,63,7.5
20211207,7.367,17.2,1.1,14.7,0,1.2,67.4,10,10.43
20211208,7.383,17.2,0.9,13.4,0,0.9,72.8,0,11.02
20211209,7.4,17.2,0.4,12.6,0,0.9,79,51,7.83
20211210,7.417,17.2,2.8,13.4,0,1.1,80.1,56,6.59
20211211,7.417,17.2,3.4,13.1,0,1.5,71.4,59,8.54
20211212,7.433,17.2,-0.2,11.2,0,4.1,52.9,31,7.9
20211213,7.45,17.2,-3.7,5.8,0,3.5,31,0,12.09
20211214,7.467,17.217,-2.8,8.9,0,2,53,24,10.66
20211215,7.467,17.217,-0.8,14.9,0,1,68.6,11,10.02
20211216,7.483,17.217,2.5,10.3,0.1,0.9,80,90,3.65
20211217,7.5,17.233,-6,7.8,0,6.3,42.9,39,10.62
20211218,7.5,17.233,-8.7,2.6,0,2.6,38.6,9,11.88
20211219,7.517,17.233,-3.8,6,0,3,52.8,20,11.41
20211220,7.517,17.25,-3,12.7,0,1.5,58.5,28,10.3
20211221,7.533,17.25,-0.6,14.2,0,1,67.5,0,9.93
20211222,7.533,17.267,-1.5,12.3,0,1.1,54.9,0,11.19
20211223,7.55,17.267,-2.9,11.1,0,1,52.6,19,10.09
20211224,7.55,17.283,-0.9,10.9,0,2,59.6,61,8.21
20211225,7.567,17.3,-8.2,1.6,0,5.1,38.6,0,12
20211226,7.567,17.3,-10.8,-3.1,0,4.6,39,0,12.02
20211227,7.567,17.317,-7.9,2.3,0,3.7,46.6,20,11.59
20211228,7.583,17.317,-3.4,7.4,0,1.2,67.6,53,8.83
20211229,7.583,17.333,-2.6,10,0,2,61.9,63,8.2
20211230,7.583,17.35,-1.9,4.9,0,4.9,45.4,34,10.4
20211231,7.6,17.367,-4.9,1.6,0,4.6,33.5,0,12.13
20220101,7.6,17.367,-8.8,5.6,0,1.6,36,19,11.49
20220102,7.6,17.383,-6,7.7,0,1.7,47.3,21,10.2
20220103,7.6,17.4,-6.5,6.9,0,1.6,50.1,10,11.16
20220104,7.6,17.417,-2.5,7.6,0,2,39.4,19,11.68
20220105,7.6,17.433,-5.6,5,0,0.8,43.9,86,6.06
20220106,7.6,17.433,-2.3,7.9,0,2.3,38.5,15,11.87
20220107,7.6,17.45,-6.6,8.6,0,1.1,42.8,0,11.84
20220108,7.6,17.467,-6.3,8.9,0,1.7,43.4,8,11.9
20220109,7.6,17.483,-2.2,8.7,0,0.9,65.9,53,9.51
20220110,7.6,17.5,-4.5,9.9,0,1.4,61.8,49,9.89
20220111,7.6,17.517,-5.5,4.7,0,5,44.9,28,12.42
20220112,7.6,17.533,-7.6,1.8,0,3.6,42.1,20,12.61
20220113,7.6,17.55,-4.8,1,0,5,42.3,9,12.08
20220114,7.6,17.567,-6.7,4.2,0,2.6,35.3,15,12.89
20220115,7.583,17.583,-4.7,8.4,0,1.3,43.3,45,11.63
20220116,7.583,17.6,-2.2,8.2,0,2.8,47.6,35,11.31
20220117,7.583,17.617,-4.1,4.7,0,4.2,49.1,40,11.38
20220118,7.567,17.633,-6.1,2.8,0,2.9,32.3,0,13.28
20220119,7.567,17.65,-7.8,5.6,0,2.1,47.6,38,11.47
20220120,7.567,17.667,-5.3,5.1,0,2,46.3,0,12.8
20220121,7.55,17.683,-8.3,6.8,0,1,51.3,15,13.18
20220122,7.55,17.7,-5.8,10.1,0,1.1,63.1,60,10.25
20220123,7.533,17.717,1.5,12.8,0,1.5,62.3,78,8.77
20220124,7.533,17.733,2.2,6.9,0,2.7,61,73,4.86
20220125,7.517,17.75,1.2,7.5,0,1.3,66.6,91,5.53
20220126,7.517,17.767,0.8,8.2,0,2.6,55.4,34,11.78
20220127,7.5,17.783,-2.1,9.7,0,1.9,45.6,23,13.4
20220128,7.483,17.8,-0.3,6.7,0,3.2,32.5,55,13.06
20220129,7.483,17.817,-1.7,5.5,0,3.4,34.3,63,13.44
20220130,7.467,17.833,-4.2,6.5,0,2.6,34.5,41,13.87
20220131,7.45,17.85,-5.3,7.8,0,2.1,33.5,3,14.74
20220201,7.433,17.867,-2.8,5.4,0,3.8,50.3,44,11.89
20220202,7.433,17.883,-2.1,5.6,0,3.3,45.1,46,9.43
