날짜,일출(h),일몰(h),최소 온도,최대 온도,강수량(mm),풍속(m/s),습도(%),전운량(%),일사량(MJ/m^2)
20170125,7.517,17.75,-9,4.4,0,1.9,43.8,0,13.06
20170126,7.5,17.767,-8.6,8.1,0,1.2,41,30,12.4
20170127,7.5,17.783,-0.2,7.9,0,3.3,28.5,55,12.41
20170128,7.483,17.8,-5.6,9.7,0,1.5,31.4,29,12.81
20170129,7.467,17.817,1.1,6.3,0.2,0.9,53.5,100,2.08
20170130,7.467,17.833,-3.3,4.8,0.1,4.7,47.8,21,12.82
20170131,7.45,17.85,-7.3,6.6,0,2.1,39.1,14,13.21
20170201,7.433,17.883,-2,5.5,0,4.6,31.4,16,12.36
20170202,7.417,17.9,-3.5,7.8,0,4.2,24.9,0,14.7
20170203,7.417,17.917,-1,9.7,0,2.7,42.6,15,12.89
20170204,7.4,17.933,-2,13.2,0,0.9,36.4,53,12.19
20170205,7.383,17.95,2.8,12,0.6,2.7,66.8,66,7.54
20170206,7.367,17.967,-0.3,6.2,0,4.4,40,11,14.39
20170207,7.35,17.983,-3.4,8.1,0,1.2,47.9,41,11.37
20170208,7.333,18,-1.6,7.9,0,1.9,49.9,96,7.28
20170209,7.317,18.017,-4.8,2.5,0,5.3,38.6,39,13.4
20170210,7.3,18.033,-5.8,0.5,0,5.4,39.4,10,15.59
20170211,7.283,18.05,-6.2,2.4,0,4.5,41.9,5,15.46
20170212,7.267,18.067,-4.8,6.5,0,2.4,42.1,0,15.85
20170213,7.25,18.083,-4.6,8.2,0,2.1,53.5,33,14.09
20170214,7.233,18.1,-1.7,8.4,0,1.2,54.8,3,15.33
20170215,7.217,18.117,-4.7,12.9,0,1.3,38.4,1,14.99
20170216,7.2,18.133,-1.2,17.1,0,1.5,46.5,46,12.46
20170217,7.183,18.15,1.9,14.1,0,3.9,40.9,53,11.98
20170218,7.167,18.167,-2.1,5.4,0,4.7,27.4,9,16.91
20170219,7.133,18.183,-3.6,12.3,0.1,1.4,49.4,59,13.99
20170220,7.117,18.2,-1.3,9.5,5.5,4.1,52.3,38,15.09
20170221,7.1,18.217,-4.9,9.7,0,1.6,50.1,29,16.33
20170222,7.083,18.233,1.2,4.9,19.5,1.6,85.6,99,1.92
20170223,7.067,18.25,-1,5.3,0,4.3,50.5,39,10.03
20170224,7.033,18.267,-3,7.1,0,3.7,35.4,4,17.74
20170225,7.017,18.283,-2.6,10.3,0,1.9,41.6,6,17.61
20170226,7,18.3,-1.7,11,0,1.4,51.4,31,16.34
20170227,6.983,18.317,-0.6,12.8,0,1.8,67.1,33,16.03
20170228,6.95,18.317,1.4,13.9,0,1.3,52,11,17.24
20170301,6.933,18.333,1.3,13.7,0.5,1.1,50,83,11.78
20170302,6.917,18.35,1.7,8.7,5,3.8,61.6,59,8.3
20170303,6.883,18.367,-0.1,13.3,0,2.4,36.4,15,18.2
20170304,6.867,18.383,1.5,15.8,0,1.2,44.4,28,17
20170305,6.85,18.4,1.2,15.9,0,0.9,45.3,46,13.09
20170306,6.817,18.417,0.7,9.1,0,5,32.9,28,19.16
20170307,6.8,18.433,-1.6,5.3,0,4.5,37.5,16,19.16
20170308,6.783,18.45,-2.5,6.5,0,4.3,40.5,28,17.98
20170309,6.75,18.467,0.7,13.1,0,4.6,31.8,3,19.24
20170310,6.733,18.467,1.2,13.6,0,3,28.9,0,19.9
20170311,6.7,18.483,-1.5,16.8,0,1.3,39,5,18.43
20170312,6.683,18.5,1,18.7,0,1.3,36.6,38,17.2
20170313,6.667,18.517,7.7,16.3,0,2.7,44.4,65,17.52
20170314,6.633,18.533,4.6,14,0,2.6,52.9,51,19.34
20170315,6.617,18.55,-0.1,13,0,2.1,51.6,10,20.12
20170316,6.583,18.567,0.8,14.3,0,1.7,46.4,35,17.08
20170317,6.567,18.583,2.1,16.8,0,1.3,33,0,19.15
20170318,6.55,18.583,3.1,17.5,0,1.2,38,39,14.2
20170319,6.517,18.6,2.3,18.6,0,1.8,39.9,13,19.56
20170320,6.5,18.617,2.2,15,6,1.2,74.3,69,8.78
20170321,6.467,18.633,5.3,15.3,3,2.7,64,39,18.11
20170322,6.45,18.65,0.9,15.5,0,1.5,44.5,56,17.91
20170323,6.417,18.667,7.3,17.1,0,2.3,37.3,46,16.54
20170324,6.4,18.667,6.1,14.3,0,2.7,49.4,69,13.56
20170325,6.367,18.683,4,10.4,18.5,1.4,85.3,99,5.84
20170326,6.35,18.7,4,11.4,4,1.4,80.6,78,10.52
20170327,6.333,18.717,3.3,10.7,0.5,2.7,67.1,55,10.31
20170328,6.3,18.733,0.4,15.3,0,1.3,52.3,43,18.95
20170329,6.283,18.75,5.4,15.2,0.4,2,70.8,60,17.29
20170330,6.25,18.767,5,20.2,0,2.2,58,29,21.24
20170331,6.233,18.767,7.3,11,0.5,3.3,71,100,5.37
20170401,6.2,18.783,5.1,11,5.5,1.2,81.6,71,10.13
20170402,6.183,18.8,2.1,15.8,0,1.8,55.6,29,22.18
20170403,6.167,18.817,5.3,21.9,0,2.5,31.4,0,23.46
20170404,6.133,18.833,5.3,23.2,0,1.3,40.4,34,21.25
20170405,6.117,18.833,12.2,17.2,4,1.9,69,99,4.83
20170406,6.083,18.85,14.9,21,5,2.1,82,85,8.38
20170407,6.067,18.867,8.9,22.6,0,2.5,66.6,15,23.41
20170408,6.05,18.883,9.2,27.2,0,1.4,53,39,21.39
20170409,6.017,18.9,11.1,17.1,0,4.1,59.9,86,7.67
20170410,6,18.917,9.3,16.4,1.5,4.6,59.8,61,23.92
20170411,5.967,18.917,8.3,19,17.5,3,69.9,61,16.06
20170412,5.95,18.933,11,19.4,0,3.7,23.8,50,21.29
20170413,5.933,18.95,5.9,23.4,0,2.5,31.9,3,22.83
20170414,5.9,18.967,8.9,22.7,0,1.9,49.4,49,18.64
20170415,5.883,18.983,13.7,27.5,0,1.9,42.3,31,24.17
20170416,5.867,19,12,29,0,1.3,38.3,46,22.78
20170417,5.833,19,12,17.8,11,1.7,83.3,88,1.88
20170418,5.817,19.017,9.7,24.3,4.5,2.4,66.4,21,20.39
20170419,5.8,19.033,10.4,21.2,0,3.9,34.5,21,25.21
20170420,5.783,19.05,10.6,19.6,0.5,1.6,56.5,93,9.47
20170421,5.75,19.067,8.7,21.3,0,2.1,61.6,73,19.2
20170422,5.733,19.083,8.9,21.4,0,2.3,65.3,20,22.24
20170423,5.717,19.1,7.5,23.7,0,1.5,52.6,1,25.52
20170424,5.7,19.1,8.6,25.2,0,1.7,48.8,4,26.45
20170425,5.667,19.117,14,24.4,0,1.6,58.6,74,15.89
20170426,5.65,19.133,13,20.9,3.5,2,58.6,71,16.33
20170427,5.633,19.15,10.9,20.5,0,3.3,29.3,26,25.37
20170428,5.617,19.167,7,26.3,0,2.8,29.6,11,25.64
20170429,5.6,19.183,10,27.9,0,2.2,31.8,0,25.81
20170430,5.583,19.183,14.5,31.1,0,2.5,35.9,4,23.3
20170501,5.567,19.2,13.3,23.3,0,3.8,42.6,6,26.55
20170502,5.55,19.217,8.5,24.7,0,2.8,47.1,50,23.13
20170503,5.533,19.233,8.5,28.5,0,1.4,42.8,5,27.09
20170504,5.5,19.25,10.7,28.4,0,1.6,51.3,55,22.03
20170505,5.483,19.267,17.1,26.5,15.5,1.4,76.5,73,12.19
20170506,5.467,19.283,15.1,25.1,0,4.1,32.9,44,23.66
20170507,5.45,19.283,11.2,28.1,0,3.5,30.8,9,26.29
20170508,5.433,19.3,10.9,27.6,0,1.7,36.8,66,19.25
20170509,5.433,19.317,13.5,19.6,16.5,1.5,83.9,100,4.09
20170510,5.417,19.333,13.5,21.2,0.5,1.7,82,75,7.84
20170511,5.4,19.35,12.7,27.7,0,1.5,68,66,21.38
20170512,5.383,19.367,15.4,20.3,0.5,1,81.3,85,4.37
20170513,5.367,19.367,12.6,27.7,0,2.2,61.4,6,24.71
20170514,5.35,19.383,14.5,25.9,0,4.6,36,21,28.12
20170515,5.333,19.4,12.5,24.6,0,3.5,38.6,51,24.44
20170516,5.333,19.417,14.4,23.9,0,2,54.5,60,18.76
20170517,5.317,19.433,13.8,26,0,2,62.4,44,21.18
20170518,5.3,19.433,13.8,29.2,0,1.9,50,0,26.25
20170519,5.283,19.45,17,31.7,0,3.3,31.6,0,27.74
20170520,5.283,19.467,20,31.7,0,2.7,30.6,51,25.16
20170521,5.267,19.483,17.6,30.2,0,1.8,43.4,53,23.95
20170522,5.25,19.483,16.3,31,0,2,56,13,27.01
20170523,5.25,19.5,14.1,28.1,0,1.7,61.1,69,18.29
20170524,5.233,19.517,18.4,26.3,0.1,1.7,74,63,14.16
20170525,5.233,19.533,17.6,32.1,0,3.2,48,18,27.92
20170526,5.217,19.533,13.5,24,0,3.4,49.1,11,28.03
20170527,5.217,19.55,11.5,27.7,0,2.1,56.6,8,27.49
20170528,5.2,19.567,13,30.9,0,1.9,53,0,24.79
20170529,5.2,19.567,18.7,35.9,0,2.2,40.9,11,25.84
20170530,5.183,19.583,19.2,33.3,0,1.3,43.1,53,20.19
20170531,5.183,19.6,19.9,30.7,0,1.3,54,73,16.19
20170601,5.183,19.6,17.5,32.6,0,2.3,64.6,49,23.02
20170602,5.167,19.617,14.3,28.8,0,2.8,54,8,28.93
20170603,5.167,19.633,16.2,27.3,0,2.8,49.5,31,28.26
20170604,5.167,19.633,12.2,29.1,0,2.1,46.8,3,29.18
20170605,5.167,19.65,13.4,26.8,0,3.1,55.4,44,26.63
20170606,5.15,19.65,15.2,21.8,1.5,2,77.4,94,8.55
20170607,5.15,19.667,17.3,26.5,0.1,3.1,76.4,90,11.32
20170608,5.15,19.667,18.1,27.9,0,3.6,51,36,25.96
20170609,5.15,19.683,17.4,33,0,2.6,42.1,35,26.22
20170610,5.15,19.683,18.6,28.9,0,2.9,47.3,78,16.79
20170611,5.15,19.7,17.1,28.9,0,3.4,48.3,45,28.09
20170612,5.15,19.7,15.8,23.8,0,4,62.3,78,21.27
20170613,5.15,19.717,15.7,27.7,2,2.1,63.8,68,21.14
20170614,5.15,19.717,15.3,29.2,0,2.4,59.1,34,27.87
20170615,5.15,19.717,20.5,32.7,0,3.3,42.1,5,27.37
20170616,5.15,19.733,18.4,28,0,4.4,65.9,6,26.55
20170617,5.15,19.733,16.4,32.4,0,2.4,62,0,26.9
20170618,5.15,19.733,17.8,35.7,0,2.3,56.4,0,27.26
20170619,5.15,19.75,20.3,36.3,0,1.3,45.8,30,25.76
20170620,5.15,19.75,19.9,30.5,3,1.6,57.4,79,14.86
20170621,5.15,19.75,18.7,32.2,1,1.5,68.1,65,20.99
20170622,5.167,19.75,18.9,33.2,0,1.4,56.1,35,23.19
20170623,5.167,19.767,20.2,33.8,0,2,55.5,48,22.92
20170624,5.167,19.767,20.4,33.2,0,1.8,56.3,80,19.44
20170625,5.183,19.767,19.7,29.7,51.5,2.4,73.4,73,15.93
20170626,5.183,19.767,19.7,26.8,12,2.5,86.5,99,12.7
20170627,5.183,19.767,20.1,28.5,0.1,1.8,73,89,17.85
20170628,5.2,19.767,19.7,32.7,0,1.3,63.6,49,24.46
20170629,5.2,19.767,21.2,29.6,0.1,1.2,70.3,80,14.82
20170630,5.2,19.767,21.5,32.7,0.2,1.6,68,71,19.85
20170701,5.217,19.767,24.9,30.5,0.5,1.7,72.5,90,9.56
20170702,5.217,19.767,23.7,31.1,2.5,1.1,78.5,89,9.64
20170703,5.233,19.767,25.7,34.3,1.5,2,70.6,95,14.32
20170704,5.233,19.767,24,32.1,0.3,1.6,81.9,81,11.4
20170705,5.25,19.75,22.7,33.1,0,2.2,70.5,70,19.89
20170706,5.25,19.75,23.4,32.8,0,1.7,76.9,76,14.45
20170707,5.267,19.75,24.4,29.2,1.5,1.2,81.6,88,9.18
20170708,5.267,19.75,25,29.7,6.5,1,84.6,93,8.85
20170709,5.283,19.75,25,35.4,0,1.4,72.9,84,19.12
20170710,5.283,19.733,27.2,32.6,0,2,69.4,93,10.44
20170711,5.3,19.733,26.8,34,0,2.7,62.5,64,18.9
20170712,5.317,19.733,25.9,35.9,0,2.7,56.6,18,25.28
20170713,5.317,19.717,24.3,37.2,0,2.2,55.5,0,26.85
20170714,5.333,19.717,23.1,35.8,10,1.9,71.3,54,16.09
20170715,5.35,19.7,23.7,30.9,3,1.4,84.3,90,10.08
20170716,5.35,19.7,24.8,34.5,0,1.7,74,78,16.12
20170717,5.367,19.683,22.8,33,3.5,2,77.9,89,13.47
20170718,5.383,19.683,23.3,32,0,2.2,75.6,63,17.29
20170719,5.383,19.667,23.9,35.2,0,1.5,66.9,49,21.93
20170720,5.4,19.667,25.6,35.6,0,1.5,64.5,35,22.82
20170721,5.417,19.65,27.5,36.6,0,1.9,64.9,46,18.12
20170722,5.417,19.633,22.7,38.4,17,1.9,77.1,60,15.27
20170723,5.433,19.633,22.5,31.9,0,1.3,81.3,81,8.91
20170724,5.45,19.617,26.4,35.9,11.5,1.2,85.3,89,13.22
20170725,5.467,19.6,24,27.9,3.5,2.6,88.4,85,7.84
20170726,5.467,19.583,21.9,30.1,0,3.5,66.3,24,25.41
20170727,5.483,19.583,19.1,33.9,0,2.1,61.3,24,27.03
20170728,5.5,19.567,21.9,35.4,0,1.9,65.4,76,17.15
20170729,5.517,19.55,21.5,26.2,30,3.1,91.3,100,6.92
20170730,5.517,19.533,22,30.9,0.5,1.5,81.4,71,14.68
20170731,5.533,19.517,23.7,26.1,13.5,1.5,95,84,5.28
20170801,5.55,19.5,23.4,32.8,7.5,1.8,80.3,65,18.26
20170802,5.567,19.5,23.2,31.3,0,3.4,76.6,55,22.22
20170803,5.583,19.483,22.5,32.1,0,2.9,74.3,48,22.62
20170804,5.583,19.467,24.3,35.6,0,2.5,72.8,31,24.42
20170805,5.6,19.45,25.2,36.5,0,2.8,72.5,30,23.88
20170806,5.617,19.433,25.8,37,0,2.4,65.9,34,24.51
20170807,5.633,19.417,26.3,35.5,0,2.3,62.1,25,24.3
20170808,5.633,19.4,24.8,34.5,0,1.9,60.5,58,19.94
20170809,5.65,19.367,24.5,29.7,6,2.2,83.6,99,6.85
20170810,5.667,19.35,23.6,26.2,24.5,1.8,96.1,84,6.02
20170811,5.683,19.333,22.8,32.3,1,2,80.1,46,20.51
20170812,5.7,19.317,21.3,30.2,0,2.4,76.9,41,18.68
20170813,5.7,19.3,20.5,26.7,0,2.3,81.4,93,7.75
20170814,5.717,19.283,21.3,24.2,65,2.6,95,100,4.33
20170815,5.733,19.267,21.6,25.2,5.5,1.6,95,100,5.03
20170816,5.75,19.233,22.8,30.4,10,2.2,87.3,81,14.76
20170817,5.767,19.217,22,30.3,17.5,2.8,83,75,15.23
20170818,5.767,19.2,21.8,31.1,9,1.4,82.3,74,17.14
20170819,5.783,19.183,22.8,30.2,16.5,1.9,87.6,85,15.87
20170820,5.8,19.167,23.2,29.3,0.5,2.1,88.4,96,9.72
20170821,5.817,19.133,23.4,32,6,1.6,91.5,96,11.95
20170822,5.833,19.117,23.7,33.5,0.2,1.3,85.1,59,16.59
20170823,5.833,19.1,25.2,35.9,0,1.7,73.1,45,21.12
20170824,5.85,19.067,26.2,35.5,1,3.4,66.4,65,19.42
20170825,5.867,19.05,24.1,33.7,1,1.9,61,54,19.45
20170826,5.883,19.033,20,31.4,0,2.3,50,21,23.89
20170827,5.883,19,16.9,31,0,1.8,61.1,31,23.44
20170828,5.9,18.983,19,32.3,0,1.4,66.6,43,21.43
20170829,5.917,18.967,21.4,30.9,0.1,2.4,53.4,43,23.81
20170830,5.933,18.933,19.4,25.6,0,2.2,49.9,80,10.97
20170831,5.933,18.917,15.5,29.1,0,2,62.6,21,21.45
20170901,5.95,18.883,17.2,27.1,0,2.6,62.1,28,22.48
20170902,5.967,18.867,14.6,26.5,0,2.1,66,45,17.19
20170903,5.983,18.85,14.8,27.9,0,2.1,65.9,31,23.59
20170904,6,18.817,17.6,28,0,2.3,71.1,68,17.33
20170905,6,18.8,18.4,24.8,0.5,1.2,86.4,91,6.56
20170906,6.017,18.767,18.2,25.3,6,1.3,89.8,100,6.75
20170907,6.033,18.75,18.2,28.3,0.5,1.6,74.9,59,15.13
20170908,6.05,18.717,17.8,29.8,0,1.2,70.6,16,19.36
20170909,6.05,18.7,17.9,30.4,0,1,68,39,16.5
20170910,6.067,18.683,18,29.1,0,2,75.3,78,14.74
20170911,6.083,18.65,19.4,22.7,35.5,1.9,93,93,3.41
20170912,6.1,18.633,19.5,30,0,1.9,62.9,24,21.64
20170913,6.1,18.6,16.6,28.2,0,2.1,51.6,0,22.59
20170914,6.117,18.583,15.3,27.2,0,2.3,68,24,20.84
20170915,6.133,18.55,17.5,24.7,0,3.4,59.5,80,15.79
20170916,6.15,18.533,18.9,24.8,0,2.9,64,91,10.24
20170917,6.15,18.5,18.6,25.6,1,1.3,76.8,81,6.04
20170918,6.167,18.483,16.2,29.1,0,1.4,64.5,16,19.53
20170919,6.183,18.45,15.7,29.2,0,1.6,61.3,45,15.56
20170920,6.2,18.433,14.9,25.3,0,2.6,53.1,50,12.79
20170921,6.217,18.4,11.5,27.1,0,1.3,65.3,31,19.03
20170922,6.217,18.383,15.3,28,0,1,66.1,39,19.14
20170923,6.233,18.35,15.7,27.4,0,1.1,66.3,64,15.59
20170924,6.25,18.333,15.5,28.9,0,1.2,71.5,21,16.31
20170925,6.267,18.3,17.2,29.4,0,2.3,66.3,6,18.31
20170926,6.267,18.283,16.1,28.7,0,2.2,70.6,45,18.15
20170927,6.283,18.267,16.1,21.5,54,1.5,95.4,95,3.08
20170928,6.3,18.233,17.6,26.7,0,2.2,64.3,41,17
20170929,6.317,18.217,13.5,22.2,0,2.2,38.9,44,19.04
20170930,6.333,18.183,9.2,26.5,0,1.2,63.3,6,19.6
20171001,6.333,18.167,11.7,19.4,2.5,1.4,83,89,5.49
20171002,6.35,18.133,17.6,23.6,18,1.3,90.6,93,6.4
20171003,6.367,18.117,17.1,24.2,0,2.9,79.1,66,16.92
20171004,6.383,18.083,15.6,21.6,0,3.3,68,75,14.54
20171005,6.4,18.067,13.5,20.2,0.1,1.6,72.3,89,6.89
20171006,6.4,18.05,14.1,17.9,6.5,1,93.8,98,3.46
20171007,6.417,18.017,17.1,23.9,0,1.6,84.1,79,10.56
20171008,6.433,18,16.5,27.7,0,0.9,76.9,49,15.94
20171009,6.45,17.967,16.6,29.1,0,1,74,15,16.93
20171010,6.467,17.95,18.1,28.3,0,1.5,75,34,13.79
20171011,6.483,17.933,17.2,23.6,0,2,78.1,85,5.04
20171012,6.483,17.9,13.9,17.4,27,1.3,87.1,98,1.74
20171013,6.5,17.883,10.6,20.1,0,2.5,53.8,36,17.62
20171014,6.517,17.867,11.3,21,0,1.8,58,65,14.56
20171015,6.533,17.833,12.2,19,0.2,1.8,70.3,90,6.2
20171016,6.55,17.817,12.3,19.6,0,1.1,71.6,81,5.62
20171017,6.567,17.8,9.7,21.3,0,2.1,75.9,59,13.91
20171018,6.583,17.767,14,19.6,0,2.3,61.8,96,6.34
20171019,6.6,17.75,11.7,20.5,0,1.4,75.8,81,8.54
20171020,6.6,17.733,11,21.9,0,1.6,75.3,23,11.2
20171021,6.617,17.717,9.7,22.2,0,1.8,71.4,11,13
20171022,6.633,17.683,11,21.8,0,2.9,56.3,45,13.41
20171023,6.65,17.667,10.5,18.9,0,1.7,49.3,46,14.11
20171024,6.667,17.65,8.9,17.5,0,1.6,70.4,55,9.51
20171025,6.683,17.633,6.4,20.2,0,0.9,72.4,16,14.49
20171026,6.7,17.617,5.8,19.3,0,0.9,74.5,63,11.04
20171027,6.717,17.6,10.4,22.2,0,1.5,73.6,54,11.78
20171028,6.733,17.583,10.8,20.7,0,1.6,77.9,71,7.65
20171029,6.75,17.55,8.9,21.5,0,3.1,59.1,25,12.48
20171030,6.767,17.533,6.1,14.8,0,2.9,31.4,1,15.31
20171031,6.783,17.517,1.7,18.3,0,1.1,51.4,13,15.29
20171101,6.8,17.5,5.1,19.6,0,1.3,61,49,13.81
20171102,6.817,17.483,8.8,20.9,0,0.8,70,69,10.18
20171103,6.833,17.467,7.9,20.4,0,2.2,68.4,26,9.22
20171104,6.85,17.45,5.6,14.8,0,2.4,51.5,20,13
20171105,6.867,17.433,3.3,16.4,0,1.6,55.6,0,14.33
20171106,6.883,17.433,2.9,18.2,0,1.2,60.1,13,13.37
20171107,6.9,17.417,4.7,20.9,0,1,68.4,54,11.13
20171108,6.917,17.4,11,21.4,0,2.7,51.4,21,12.21
20171109,6.933,17.383,4.3,18.9,0,1.1,54.3,0,12.49
20171110,6.95,17.367,4.5,22.2,0,3.1,59,40,11.6
20171111,6.967,17.35,3.2,13,0,3.3,37.8,0,13.56
20171112,6.983,17.35,-0.5,14.7,0,1.1,50.9,25,12.76
20171113,7,17.333,1.5,15.7,0,1,51.4,58,10
20171114,7.017,17.317,6.6,15.8,0,2.7,42.4,14,11.3
20171115,7.033,17.3,2.5,11.7,0,2.9,42.1,19,10.33
20171116,7.05,17.3,1.1,10.3,0,2.3,40.5,0,12.65
20171117,7.067,17.283,-2.2,11.4,0,0.8,49.1,59,7.08
20171118,7.083,17.283,-1,9.1,0,4.2,36.5,18,12.39
20171119,7.1,17.267,-2.1,6.1,0,3.8,31.8,34,12.49
20171120,7.117,17.267,1.7,9,0,2.8,39.9,38,12.28
20171121,7.133,17.25,-2.2,11.8,0,0.9,56.3,8,11.73
20171122,7.133,17.25,1.3,10.8,0,1.4,54,84,4.48
20171123,7.15,17.233,0.1,7.2,0,3.2,43,25,8.87
20171124,7.167,17.233,-1,7.8,0.1,2.2,67,53,7.67
20171125,7.183,17.217,-3.5,11.2,0,0.9,63.6,23,10.91
20171126,7.2,17.217,2.1,14,0,1.1,73.4,18,6.61
20171127,7.217,17.217,-0.6,13.3,0,0.8,73.1,23,9.92
20171128,7.233,17.217,1.2,15.5,0,1,74.4,36,6.42
20171129,7.25,17.2,4.6,14.3,0,2.3,46.3,69,8.47
20171130,7.267,17.2,-0.5,8.2,0,4.6,20.5,34,10.33
20171201,7.283,17.2,-2.6,4.4,0,3.3,29.9,1,11.95
20171202,7.3,17.2,-4.5,8.4,0,0.9,44,25,10.53
20171203,7.317,17.2,-3.1,12.8,0,0.8,59.9,34,9.63
20171204,7.333,17.2,-1.4,8.2,0,3.2,52.1,45,8.14
20171205,7.35,17.2,-4.1,2.3,0,4.1,36,1,11.45
20171206,7.35,17.2,-5.5,7.1,0,1.1,56.3,33,9.85
20171207,7.367,17.2,-2.6,7.6,0,1.5,60,51,4.1
20171208,7.383,17.2,-3.1,2.8,0,4,33.9,1,11.16
20171209,7.4,17.2,-4.3,7,0,1.6,53,55,9.1
20171210,7.417,17.2,-0.5,11,0,2.2,62.6,81,5.89
20171211,7.417,17.2,-5.7,2.9,0,5.1,39.6,16,9.2
20171212,7.433,17.2,-8.2,-1,0,4,31.9,1,11.3
20171213,7.45,17.2,-7,1.8,0,3.4,25,0,11.4
20171214,7.467,17.217,-10.2,3.7,0,0.7,37.5,44,9.07
20171215,7.467,17.217,-6.5,6.5,0,1.5,34.1,58,9.14
20171216,7.483,17.217,-4.4,3,0,4.5,37.9,39,8.68
20171217,7.5,17.233,-6.9,1.1,0,3.8,35.5,0,11.05
20171218,7.5,17.233,-6.8,7.7,0,1.4,49.4,20,9.88
20171219,7.517,17.233,-2.9,3,0,3.3,38,18,9.89
20171220,7.517,17.25,-5.8,5.7,0,1.5,44.3,21,10.36
20171221,7.533,17.25,-5.8,7.8,0,2,45.1,9,10.68
20171222,7.533,17.267,-4.4,9.5,0,1.1,55.8,5,9.67
20171223,7.55,17.267,-3.5,10.8,0,0.5,66.5,36,8.26
20171224,7.55,17.283,0.7,5.9,11,2.5,75.5,74,1.76
20171225,7.567,17.3,-0.7,4.3,0,4.3,37.5,5,10.94
20171226,7.567,17.3,-3.2,5.6,0,4,39.8,36,8.56
20171227,7.567,17.317,-5.9,1.5,0,4.5,24.9,0,11.37
20171228,7.583,17.317,-3.6,4.7,0,2.8,37.6,44,7.29
20171229,7.583,17.333,0.6,9.1,0,2.2,58.6,60,8.35
20171230,7.583,17.35,-2.4,8.3,0,1,70.1,75,6.76
20171231,7.6,17.367,0.7,6.4,0,3.9,43.1,20,10.22
20180101,7.6,17.367,-1.3,5,0,3.1,36.1,0,10.87
20180102,7.6,17.383,-4.7,7.7,0,2.3,50.6,30,8.29
20180103,7.6,17.4,-2.9,4,0,2.9,30,36,10.38
20180104,7.6,17.417,-3.3,4.8,0,1.7,38.5,75,9.95
20180105,7.6,17.433,-0.4,6.5,0,2.5,36.5,39,9.77
20180106,7.6,17.433,-3,6.9,0,2.5,42,0,11.3
20180107,7.6,17.45,-6.2,3.5,0,0.7,54,79,4.73
20180108,7.6,17.467,0,4.6,1.5,1.8,80.6,91,2.65
20180109,7.6,17.483,-2.1,3,0.1,4.9,56,48,10.3
20180110,7.6,17.5,-6.7,0.5,0.5,4,55,54,10.1
20180111,7.6,17.517,-8.9,-3.3,0,4.6,45.4,9,11.37
20180112,7.6,17.533,-10.6,-3,0,3.1,38.9,0,12.22
20180113,7.6,17.55,-8,3.7,0,1.1,56,55,8.88
20180114,7.6,17.567,-7.2,8,0,0.8,68.8,11,12.12
20180115,7.583,17.583,-2.8,13.2,0,1.1,61.3,30,10.81
20180116,7.583,17.6,-0.9,7,9.5,0.9,82.5,83,3.78
20180117,7.583,17.617,3.3,6.8,9.5,1.3,92.8,86,3.71
20180118,7.567,17.633,1.9,9.4,0,1.9,62.8,76,7.15
20180119,7.567,17.65,-2.8,8.5,0,1.7,46,39,10.26
20180120,7.567,17.667,-4.4,8.1,0,1.2,57.1,20,10.4
20180121,7.55,17.683,-3.5,9.1,0,0.8,55.4,34,10.8
20180122,7.55,17.7,1.1,8.8,0,1.7,52.1,76,7.7
20180123,7.533,17.717,-8.3,3.7,0,5.5,35.3,6,13.12
20180124,7.533,17.733,-12.3,-6.1,0,5.2,29.1,6,13.19
20180125,7.517,17.75,-12.4,-4.4,0,4,31.9,39,11.48
20180126,7.517,17.767,-13,-3.9,0,3.9,31,3,13.88
20180127,7.5,17.783,-13.9,2.8,0,1.1,34.1,26,13.17
20180128,7.483,17.8,-3.8,3.3,0,3.5,27.9,51,12.55
20180129,7.483,17.817,-7,-1,0,4.7,34.9,15,13.38
20180130,7.467,17.833,-8.8,1.8,0,2.6,40.4,18,13.08
20180131,7.45,17.85,-7.4,5.3,0,1.6,44,63,10.04
20180201,7.433,17.867,-5.7,5.4,0,1.5,33.9,0,13.77
20180202,7.433,17.883,-8.1,5.2,0,1.4,36.9,38,10.93
20180203,7.417,17.9,-6.7,-0.1,0,3.9,39.5,8,13.68
20180204,7.4,17.917,-9.5,-2.3,0,4.7,35.4,3,14.7
20180205,7.383,17.933,-9,-1.6,0,4.6,32.6,6,14.45
20180206,7.367,17.95,-10.9,-2.8,0,3.6,37,5,15.06
20180207,7.35,17.983,-10.9,0.7,0,2.8,31.9,1,15.13
20180208,7.333,18,-10.4,5.3,0,0.8,35.8,0,13.47
20180209,7.317,18.017,-6.5,10.6,0,1,42.3,56,12.29
20180210,7.3,18.033,-2.1,8.7,0,3,41.5,71,8.47
20180211,7.283,18.05,-5.8,1.3,0,4.3,39.3,33,12.73
20180212,7.267,18.067,-7.2,1.8,0.2,3.9,53.3,59,12.58
20180213,7.25,18.083,-3.5,7,0,3,43.5,19,15.87
20180214,7.233,18.1,-4.3,15,0,2.2,46.8,36,12.75
20180215,7.217,18.117,-0.2,10.5,0,2.3,27.8,61,12.75
20180216,7.2,18.133,-3.6,9.8,0,2,33.3,48,12.96
20180217,7.183,18.15,-2.4,6,0,3.8,21.8,20,16.89
20180218,7.167,18.167,-1.2,7.2,0,2.1,22.6,69,9.22
20180219,7.15,18.183,-1.5,11.5,0,1.3,29.6,43,13.25
